League,Player Link,Player,Position,Date of Birth,Country,Join,Contract,Market Value,Club,Club Link,Season
Süper Lig,https://www.transfermarkt.co.uk/emir-ortakaya/profil/spieler/727081,Emir Ortakaya,Centre-Back,"Jun 22, 2004 (18)",Turkey,"Jul 1, 2022","Jun 30, 2023",-,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/bora-cuha/profil/spieler/747112,Bora Cuha,Centre-Back,"Apr 10, 2003 (19)",Turkey,-,"Jun 30, 2025",-,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/yusuf-kocaturk/profil/spieler/875113,Yusuf Kocatürk,Centre-Back,"Jul 27, 2004 (17)",Turkey,-,-,-,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/filip-novak/profil/spieler/107665,Filip Novak,Left-Back,"Jun 26, 1990 (32)",Czech Republic,"Aug 13, 2020",-,€1.00m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/cagtay-kurukalip/profil/spieler/616886,Cagtay Kurukalip,Left-Back,"Feb 24, 2002 (20)",Turkey,"Aug 5, 2021","Jun 30, 2023",€250k,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/ferdi-kadioglu/profil/spieler/369316,Ferdi Kadioglu,Right-Back,"Oct 7, 1999 (22)",Turkey,"Jul 14, 2018","Jun 30, 2026",€10.50m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/bright-osayi-samuel/profil/spieler/358948,Bright Osayi-Samuel,Right-Back,"Dec 31, 1997 (24)",Nigeria,"Jan 28, 2021","Jun 30, 2025",€8.00m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/nazim-sangare/profil/spieler/157113,Nazim Sangaré,Right-Back,"May 30, 1994 (28)",Turkey,"Sep 23, 2020","Jun 30, 2024",€1.70m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/serhat-ahmetoglu/profil/spieler/667401,Serhat Ahmetoglu,Right-Back,"Feb 5, 2002 (20)",Turkey,"Nov 23, 2020","Jun 30, 2025",€200k,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/ruhan-arda-aksoy/profil/spieler/655909,Ruhan Arda Aksoy,Right-Back,"Mar 31, 2003 (19)",Turkey,-,"Jun 30, 2027",€50k,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/murat-saglam/profil/spieler/339051,Murat Saglam,Right-Back,"Apr 10, 1998 (24)",Turkey,"Jul 1, 2019","Jun 30, 2023",€25k,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/luiz-gustavo/profil/spieler/10471,Luiz Gustavo,Defensive Midfield,"Jul 23, 1987 (34)",Brazil,"Sep 2, 2019","Jun 30, 2023",€1.20m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/miguel-crespo/profil/spieler/498529,Miguel Crespo,Central Midfield,"Sep 11, 1996 (25)",Portugal,"Sep 6, 2021","Jun 30, 2024",€8.00m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/miha-zajc/profil/spieler/149829,Miha Zajc,Central Midfield,"Jul 1, 1994 (27)",Slovenia,"Jan 31, 2019","Jun 30, 2023",€6.00m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/ozan-tufan/profil/spieler/236471,Ozan Tufan,Central Midfield,"Mar 23, 1995 (27)",Turkey,"Jul 1, 2019","Jun 30, 2025",€3.80m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/mert-hakan-yandas/profil/spieler/306462,Mert Hakan Yandas,Central Midfield,"Aug 19, 1994 (27)",Turkey,"Aug 11, 2020","Jun 30, 2024",€3.50m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/muhammed-gumuskaya/profil/spieler/558727,Muhammed Gümüskaya,Central Midfield,"Jan 1, 2001 (21)",Turkey,"Jul 1, 2019","Jun 30, 2026",€2.50m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/jose-sosa/profil/spieler/20137,José Sosa,Central Midfield,"Jun 19, 1985 (37)",Argentina,"Aug 21, 2020","Dec 31, 2024",€300k,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/fatih-sanliturk/profil/spieler/839596,Fatih Sanlitürk,Central Midfield,"Jan 1, 2003 (19)",Turkey,"Jul 1, 2021","Jun 30, 2024",€250k,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/arda-guler/profil/spieler/861410,Arda Güler,Attacking Midfield,"Feb 25, 2005 (17)",Turkey,"Jul 13, 2021","Jun 30, 2025",€6.00m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/dimitrios-pelkas/profil/spieler/212832,Dimitrios Pelkas,Attacking Midfield,"Oct 26, 1993 (28)",Greece,"Oct 5, 2020","Jun 30, 2023",€4.50m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/mesut-ozil/profil/spieler/35664,Mesut Özil,Attacking Midfield,"Oct 15, 1988 (33)",Germany,"Jan 25, 2021",-,€1.80m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/max-meyer/profil/spieler/146164,Max Meyer,Attacking Midfield,"Sep 18, 1995 (26)",Germany,"Sep 2, 2021","Jun 30, 2024",€500k,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/arda-cagdas/profil/spieler/875114,Arda Cagdas,Attacking Midfield,"Jan 1, 2004 (18)",Turkey,-,"Jun 30, 2026",-,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/diego-rossi/profil/spieler/317454,Diego Rossi,Left Winger,"Mar 5, 1998 (24)",Uruguay,"Jul 1, 2022","Jun 30, 2025",€14.50m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/arda-kurtulan/profil/spieler/700031,Arda Kurtulan,Left Winger,"Nov 19, 2002 (19)",Albania,"Jul 13, 2021","Jun 30, 2023",€75k,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/bora-aydinlik/profil/spieler/900024,Bora Aydinlik,Left Winger,"May 9, 2005 (17)",Turkey,-,"Jun 30, 2025",-,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/irfan-can-kahveci/profil/spieler/216603,Irfan Can Kahveci,Right Winger,"Jul 15, 1995 (26)",Turkey,"Jan 31, 2021","Jun 30, 2025",€8.50m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/burak-kapacak/profil/spieler/340251,Burak Kapacak,Right Winger,"Dec 8, 1999 (22)",Turkey,"Aug 9, 2021","Jun 30, 2023",€900k,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/mergim-berisha/profil/spieler/307924,Mergim Berisha,Centre-Forward,"May 11, 1998 (24)",Germany,"Sep 2, 2021","Jun 30, 2023",€6.00m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/serdar-dursun/profil/spieler/80059,Serdar Dursun,Centre-Forward,"Oct 19, 1991 (30)",Turkey,"Jul 1, 2021","Jun 30, 2024",€3.50m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/ally-samatta/profil/spieler/182201,Ally Samatta,Centre-Forward,"Dec 23, 1992 (29)",Tanzania,"Jul 1, 2021","Jun 30, 2023",€3.00m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/enner-valencia/profil/spieler/139503,Enner Valencia,Centre-Forward,"Nov 4, 1989 (32)",Ecuador,"Aug 28, 2020","Jun 30, 2023",€2.40m,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/melih-bostan/profil/spieler/697917,Melih Bostan,Centre-Forward,"Apr 8, 2004 (18)",Turkey,-,"Jun 30, 2023",€150k,Fenerbahce,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/gokhan-akkan/profil/spieler/223025,Gökhan Akkan,Goalkeeper,"Jan 1, 1995 (27)",Turkey,"Jul 1, 2015","Jun 30, 2023",€1.50m,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/tarik-cetin/profil/spieler/286170,Tarik Cetin,Goalkeeper,"Jan 8, 1997 (25)",Turkey,"Jul 24, 2019","Jun 30, 2024",€325k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/zafer-gorgen/profil/spieler/576566,Zafer Görgen,Goalkeeper,"Jun 21, 2000 (22)",Turkey,"Jan 30, 2019","Jun 30, 2024",€100k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/zeki-furkan-kayali/profil/spieler/876715,Zeki Furkan Kayali,Goalkeeper,"Aug 17, 2003 (18)",Turkey,-,"Jun 30, 2023",€50k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/sebastian-holmen/profil/spieler/222320,Sebastian Holmén,Centre-Back,"Apr 29, 1992 (30)",Sweden,"Jul 1, 2021","Dec 31, 2026",€850k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/emir-dilaver/profil/spieler/80161,Emir Dilaver,Centre-Back,"May 7, 1991 (31)",Austria,"Sep 28, 2020","Jun 30, 2024",€500k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/ponck/profil/spieler/341516,Ponck,Centre-Back,"Jan 13, 1995 (27)",Cape Verde,"Feb 7, 2022","Jun 30, 2023",€400k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/nathan-monzango/profil/spieler/804715,Nathan Monzango,Centre-Back,"Apr 18, 2001 (21)",France,"Sep 8, 2021","Jun 30, 2024",€400k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/emirhan-topcu/profil/spieler/531332,Emirhan Topcu,Centre-Back,"Oct 11, 2000 (21)",Turkey,"Aug 16, 2017","Jun 30, 2024",€300k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/anil-yasar/profil/spieler/685329,Anil Yasar,Centre-Back,"Jul 1, 2002 (19)",Turkey,"Jul 13, 2021","Jun 30, 2025",€175k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/selim-ay/profil/spieler/157175,Selim Ay,Centre-Back,"Jul 31, 1991 (30)",Turkey,"Sep 8, 2020","Jun 30, 2023",€125k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/batuhan-cakir/profil/spieler/667428,Batuhan Cakir,Centre-Back,"Jan 26, 2001 (21)",Turkey,"Jul 1, 2021","Jun 30, 2023",-,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/cemali-sertel/profil/spieler/573981,Cemali Sertel,Left-Back,"Jan 6, 2000 (22)",Turkey,"Jul 1, 2021","Jun 30, 2023",€1.00m,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/eren-albayrak/profil/spieler/59931,Eren Albayrak,Left-Back,"Apr 23, 1991 (31)",Turkey,"Jan 27, 2022","Jun 30, 2023",€500k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/alberk-koc/profil/spieler/374882,Alberk Koc,Left-Back,"Feb 15, 1997 (25)",Turkey,"Jan 31, 2020","Jun 30, 2024",€150k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/gokhan-gonul/profil/spieler/33793,Gökhan Gönül,Right-Back,"Jan 4, 1985 (37)",Turkey,"Jul 16, 2021","Jun 30, 2023",€125k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/aziz-aksoy/profil/spieler/743421,Aziz Aksoy,Right-Back,"Jul 12, 2000 (21)",Turkey,"Jul 13, 2021","Jun 30, 2023",€50k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/fabricio-baiano/profil/spieler/282513,Fabrício Baiano,Defensive Midfield,"Jun 13, 1992 (30)",Brazil,"Aug 25, 2020","Dec 31, 2023",€450k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/yasin-pehlivan/profil/spieler/64016,Yasin Pehlivan,Defensive Midfield,"Jan 5, 1989 (33)",Austria,"Aug 24, 2020","Jun 30, 2024",€50k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/soner-ozdemir/profil/spieler/880413,Soner Özdemir,Defensive Midfield,"Jan 11, 2003 (19)",Turkey,-,"Jun 30, 2025",-,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/gedson-fernandes/profil/spieler/337800,Gedson Fernandes,Central Midfield,"Jan 9, 1999 (23)",Portugal,"Feb 3, 2022","Jun 30, 2026",€6.50m,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/erik-sabo/profil/spieler/155597,Erik Sabo,Central Midfield,"Nov 22, 1991 (30)",Slovakia,"Jan 19, 2021","May 31, 2024",€725k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/lebogang-phiri/profil/spieler/253316,Lebogang Phiri,Central Midfield,"Nov 9, 1994 (27)",South Africa,"Jul 18, 2021","Jun 30, 2023",€600k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
Süper Lig,https://www.transfermarkt.co.uk/bryan-dabo/profil/spieler/149446,Bryan Dabo,Central Midfield,"Feb 18, 1992 (30)",Burkina Faso,"Jul 19, 2021","Jun 30, 2024",€550k,Caykur Rizespor,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126/saison_id/2021,https://www.transfermarkt.co.uk/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2021
